平均相對濕度(百分比) - 上水
Mean Relative Humidity (%) - Sheung Shui
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2024,11,30,59,C
2024,12,1,76,C
2024,12,2,74,C
2024,12,3,77,C
2024,12,4,74,C
2024,12,5,79,C
2024,12,6,73,C
2024,12,7,66,C
2024,12,8,61,C
2024,12,9,67,C
2024,12,10,70,C
2024,12,11,68,C
2024,12,12,60,C
2024,12,13,56,C
2024,12,14,44,C
2024,12,15,30,C
2024,12,16,38,C
2024,12,17,59,C
2024,12,18,40,C
2024,12,19,36,C
2024,12,20,43,C
2024,12,21,47,C
2024,12,22,41,C
2024,12,23,46,C
2024,12,24,47,C
2024,12,25,66,C
2024,12,26,69,C
2024,12,27,60,C
2024,12,28,35,C
2024,12,29,50,C
2024,12,30,67,C
2024,12,31,51,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
