平均相對濕度(百分比) - 長洲
Mean Relative Humidity (%) - Cheung Chau
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2024,8,2,94,C
2024,8,3,90,C
2024,8,4,89,C
2024,8,5,92,C
2024,8,6,89,C
2024,8,7,87,C
2024,8,8,90,C
2024,8,9,90,C
2024,8,10,92,C
2024,8,11,94,C
2024,8,12,93,C
2024,8,13,93,#
2024,8,14,***,
2024,8,15,99,#
2024,8,16,98,C
2024,8,17,100,C
2024,8,18,100,C
2024,8,19,100,C
2024,8,20,100,C
2024,8,21,100,C
2024,8,22,97,C
2024,8,23,96,C
2024,8,24,93,C
2024,8,25,92,C
2024,8,26,91,C
2024,8,27,92,C
2024,8,28,94,C
2024,8,29,94,C
2024,8,30,93,C
2024,8,31,98,C
2024,9,1,94,C
2024,9,2,92,C
2024,9,3,90,C
2024,9,4,89,C
2024,9,5,83,C
2024,9,6,97,C
2024,9,7,98,C
2024,9,8,98,C
2024,9,9,95,C
2024,9,10,90,C
2024,9,11,92,C
2024,9,12,91,C
2024,9,13,86,C
2024,9,14,87,C
2024,9,15,84,C
2024,9,16,93,C
2024,9,17,84,C
2024,9,18,81,C
2024,9,19,83,C
2024,9,20,93,C
2024,9,21,100,C
2024,9,22,100,C
2024,9,23,100,C
2024,9,24,100,C
2024,9,25,96,C
2024,9,26,93,C
2024,9,27,91,C
2024,9,28,90,C
2024,9,29,86,C
2024,9,30,80,C
2024,10,1,69,C
2024,10,2,63,C
2024,10,3,57,C
2024,10,4,58,C
2024,10,5,71,C
2024,10,6,83,C
2024,10,7,83,C
2024,10,8,71,C
2024,10,9,78,C
2024,10,10,76,C
2024,10,11,84,C
2024,10,12,73,C
2024,10,13,80,C
2024,10,14,82,C
2024,10,15,84,C
2024,10,16,83,C
2024,10,17,84,C
2024,10,18,87,C
2024,10,19,88,C
2024,10,20,83,C
2024,10,21,84,C
2024,10,22,75,C
2024,10,23,64,C
2024,10,24,50,C
2024,10,25,51,C
2024,10,26,74,C
2024,10,27,82,C
2024,10,28,76,C
2024,10,29,80,C
2024,10,30,75,C
2024,10,31,60,C
2024,11,1,61,C
2024,11,2,73,C
2024,11,3,82,C
2024,11,4,85,C
2024,11,5,80,C
2024,11,6,72,C
2024,11,7,64,C
2024,11,8,55,C
2024,11,9,73,C
2024,11,10,94,C
2024,11,11,88,C
2024,11,12,86,#
2024,11,13,96,C
2024,11,14,96,C
2024,11,15,100,C
2024,11,16,95,C
2024,11,17,98,C
2024,11,18,87,C
2024,11,19,96,C
2024,11,20,100,C
2024,11,21,95,C
2024,11,22,86,C
2024,11,23,83,C
2024,11,24,85,C
2024,11,25,89,C
2024,11,26,71,C
2024,11,27,51,C
2024,11,28,45,C
2024,11,29,41,C
2024,11,30,59,C
2024,12,1,76,C
2024,12,2,72,C
2024,12,3,80,C
2024,12,4,78,C
2024,12,5,87,C
2024,12,6,82,C
2024,12,7,75,C
2024,12,8,70,C
2024,12,9,76,C
2024,12,10,77,C
2024,12,11,82,C
2024,12,12,72,C
2024,12,13,66,C
2024,12,14,54,C
2024,12,15,44,C
2024,12,16,47,C
2024,12,17,64,C
2024,12,18,53,C
2024,12,19,46,C
2024,12,20,51,C
2024,12,21,49,C
2024,12,22,52,C
2024,12,23,59,C
2024,12,24,59,C
2024,12,25,78,C
2024,12,26,84,C
2024,12,27,89,C
2024,12,28,48,C
2024,12,29,61,C
2024,12,30,70,C
2024,12,31,61,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
