平均相對濕度(百分比) - 橫瀾島
Mean Relative Humidity (%) - Waglan Island
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2024,8,22,93,C
2024,8,23,92,C
2024,8,24,88,C
2024,8,25,87,C
2024,8,26,86,C
2024,8,27,86,C
2024,8,28,87,C
2024,8,29,88,C
2024,8,30,88,C
2024,8,31,91,C
2024,9,1,89,C
2024,9,2,84,C
2024,9,3,83,C
2024,9,4,77,C
2024,9,5,81,C
2024,9,6,94,C
2024,9,7,91,C
2024,9,8,93,C
2024,9,9,89,C
2024,9,10,83,C
2024,9,11,84,C
2024,9,12,82,C
2024,9,13,82,#
2024,9,14,79,C
2024,9,15,79,C
2024,9,16,85,C
2024,9,17,84,C
2024,9,18,78,C
2024,9,19,83,C
2024,9,20,87,C
2024,9,21,94,C
2024,9,22,95,C
2024,9,23,95,C
2024,9,24,96,C
2024,9,25,90,C
2024,9,26,83,C
2024,9,27,83,C
2024,9,28,87,C
2024,9,29,80,C
2024,9,30,76,C
2024,10,1,68,C
2024,10,2,63,C
2024,10,3,57,C
2024,10,4,58,C
2024,10,5,71,C
2024,10,6,80,C
2024,10,7,79,C
2024,10,8,69,C
2024,10,9,76,C
2024,10,10,75,C
2024,10,11,83,C
2024,10,12,72,C
2024,10,13,81,C
2024,10,14,84,C
2024,10,15,83,C
2024,10,16,81,C
2024,10,17,83,C
2024,10,18,86,C
2024,10,19,83,C
2024,10,20,80,C
2024,10,21,82,C
2024,10,22,71,C
2024,10,23,66,C
2024,10,24,51,C
2024,10,25,55,C
2024,10,26,76,C
2024,10,27,80,C
2024,10,28,75,C
2024,10,29,75,C
2024,10,30,72,C
2024,10,31,61,C
2024,11,1,65,C
2024,11,2,71,C
2024,11,3,79,C
2024,11,4,77,C
2024,11,5,73,C
2024,11,6,73,C
2024,11,7,63,C
2024,11,8,58,C
2024,11,9,78,C
2024,11,10,86,C
2024,11,11,84,C
2024,11,12,81,C
2024,11,13,91,C
2024,11,14,95,C
2024,11,15,99,C
2024,11,16,91,C
2024,11,17,91,C
2024,11,18,83,C
2024,11,19,91,C
2024,11,20,97,C
2024,11,21,90,C
2024,11,22,80,C
2024,11,23,76,C
2024,11,24,78,C
2024,11,25,81,C
2024,11,26,70,C
2024,11,27,54,C
2024,11,28,45,C
2024,11,29,43,C
2024,11,30,57,C
2024,12,1,70,C
2024,12,2,72,C
2024,12,3,78,C
2024,12,4,78,C
2024,12,5,80,C
2024,12,6,76,C
2024,12,7,72,C
2024,12,8,73,C
2024,12,9,76,C
2024,12,10,76,C
2024,12,11,82,C
2024,12,12,71,C
2024,12,13,66,C
2024,12,14,57,C
2024,12,15,47,C
2024,12,16,45,C
2024,12,17,61,C
2024,12,18,57,C
2024,12,19,48,C
2024,12,20,52,C
2024,12,21,49,C
2024,12,22,57,C
2024,12,23,72,C
2024,12,24,62,C
2024,12,25,76,C
2024,12,26,83,C
2024,12,27,81,C
2024,12,28,50,C
2024,12,29,63,C
2024,12,30,70,C
2024,12,31,64,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
