平均相對濕度(百分比) - 黃竹坑
Mean Relative Humidity (%) - Wong Chuk Hang
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2024,4,8,86,C
2024,4,9,78,C
2024,4,10,66,C
2024,4,11,74,C
2024,4,12,83,C
2024,4,13,83,C
2024,4,14,84,C
2024,4,15,87,C
2024,4,16,85,C
2024,4,17,86,C
2024,4,18,85,C
2024,4,19,86,C
2024,4,20,86,C
2024,4,21,94,C
2024,4,22,95,C
2024,4,23,96,C
2024,4,24,89,C
2024,4,25,88,C
2024,4,26,93,C
2024,4,27,91,C
2024,4,28,91,C
2024,4,29,90,C
2024,4,30,90,C
2024,5,1,96,C
2024,5,2,89,C
2024,5,3,86,C
2024,5,4,93,C
2024,5,5,88,C
2024,5,6,87,C
2024,5,7,82,C
2024,5,8,75,C
2024,5,9,68,C
2024,5,10,73,C
2024,5,11,79,C
2024,5,12,88,C
2024,5,13,83,C
2024,5,14,64,C
2024,5,15,60,C
2024,5,16,58,C
2024,5,17,70,C
2024,5,18,69,C
2024,5,19,82,C
2024,5,20,92,C
2024,5,21,94,C
2024,5,22,94,C
2024,5,23,90,C
2024,5,24,93,C
2024,5,25,90,C
2024,5,26,88,C
2024,5,27,91,C
2024,5,28,86,C
2024,5,29,71,C
2024,5,30,85,C
2024,5,31,92,C
2024,6,1,93,C
2024,6,2,90,C
2024,6,3,91,C
2024,6,4,85,C
2024,6,5,90,C
2024,6,6,89,C
2024,6,7,89,C
2024,6,8,89,C
2024,6,9,93,C
2024,6,10,91,C
2024,6,11,91,C
2024,6,12,91,C
2024,6,13,91,C
2024,6,14,93,C
2024,6,15,94,C
2024,6,16,94,C
2024,6,17,89,C
2024,6,18,88,C
2024,6,19,85,C
2024,6,20,86,C
2024,6,21,82,C
2024,6,22,81,C
2024,6,23,86,C
2024,6,24,82,C
2024,6,25,85,C
2024,6,26,83,C
2024,6,27,80,C
2024,6,28,81,C
2024,6,29,86,C
2024,6,30,85,C
2024,7,1,85,C
2024,7,2,85,C
2024,7,3,80,C
2024,7,4,83,C
2024,7,5,81,C
2024,7,6,82,C
2024,7,7,80,C
2024,7,8,80,C
2024,7,9,78,C
2024,7,10,79,C
2024,7,11,82,C
2024,7,12,88,C
2024,7,13,81,C
2024,7,14,83,C
2024,7,15,82,C
2024,7,16,87,C
2024,7,17,84,C
2024,7,18,91,C
2024,7,19,89,C
2024,7,20,82,C
2024,7,21,81,C
2024,7,22,81,C
2024,7,23,83,C
2024,7,24,82,C
2024,7,25,82,C
2024,7,26,91,C
2024,7,27,94,C
2024,7,28,96,C
2024,7,29,90,C
2024,7,30,92,C
2024,7,31,95,C
2024,8,1,89,C
2024,8,2,87,C
2024,8,3,84,C
2024,8,4,81,C
2024,8,5,85,C
2024,8,6,87,C
2024,8,7,85,C
2024,8,8,83,C
2024,8,9,83,C
2024,8,10,88,C
2024,8,11,87,C
2024,8,12,88,C
2024,8,13,87,C
2024,8,14,87,C
2024,8,15,94,C
2024,8,16,92,C
2024,8,17,96,C
2024,8,18,93,C
2024,8,19,95,C
2024,8,20,96,C
2024,8,21,94,C
2024,8,22,90,C
2024,8,23,88,C
2024,8,24,84,C
2024,8,25,82,C
2024,8,26,82,C
2024,8,27,82,C
2024,8,28,81,C
2024,8,29,80,C
2024,8,30,81,C
2024,8,31,85,C
2024,9,1,88,C
2024,9,2,82,C
2024,9,3,83,C
2024,9,4,80,C
2024,9,5,73,C
2024,9,6,89,C
2024,9,7,86,C
2024,9,8,89,C
2024,9,9,88,C
2024,9,10,79,C
2024,9,11,83,C
2024,9,12,84,C
2024,9,13,79,C
2024,9,14,85,C
2024,9,15,87,C
2024,9,16,78,C
2024,9,17,73,C
2024,9,18,73,C
2024,9,19,75,C
2024,9,20,82,C
2024,9,21,94,C
2024,9,22,91,C
2024,9,23,92,C
2024,9,24,96,C
2024,9,25,91,C
2024,9,26,85,C
2024,9,27,82,C
2024,9,28,81,C
2024,9,29,78,C
2024,9,30,75,C
2024,10,1,59,C
2024,10,2,55,C
2024,10,3,49,C
2024,10,4,53,C
2024,10,5,64,C
2024,10,6,73,C
2024,10,7,75,C
2024,10,8,63,C
2024,10,9,70,C
2024,10,10,71,C
2024,10,11,80,C
2024,10,12,66,C
2024,10,13,73,C
2024,10,14,76,C
2024,10,15,75,#
2024,10,16,75,C
2024,10,17,78,C
2024,10,18,79,C
2024,10,19,80,C
2024,10,20,77,C
2024,10,21,77,C
2024,10,22,67,C
2024,10,23,58,C
2024,10,24,42,C
2024,10,25,47,C
2024,10,26,68,C
2024,10,27,75,C
2024,10,28,68,C
2024,10,29,70,C
2024,10,30,69,C
2024,10,31,53,C
2024,11,1,56,C
2024,11,2,65,C
2024,11,3,75,C
2024,11,4,76,C
2024,11,5,68,C
2024,11,6,68,C
2024,11,7,59,C
2024,11,8,55,C
2024,11,9,68,C
2024,11,10,80,C
2024,11,11,77,C
2024,11,12,79,C
2024,11,13,83,C
2024,11,14,90,C
2024,11,15,94,C
2024,11,16,91,C
2024,11,17,88,C
2024,11,18,75,C
2024,11,19,82,C
2024,11,20,93,C
2024,11,21,84,C
2024,11,22,72,C
2024,11,23,71,C
2024,11,24,74,C
2024,11,25,77,C
2024,11,26,60,C
2024,11,27,44,C
2024,11,28,33,C
2024,11,29,36,C
2024,11,30,62,C
2024,12,1,75,C
2024,12,2,70,C
2024,12,3,75,C
2024,12,4,71,C
2024,12,5,79,C
2024,12,6,79,C
2024,12,7,69,C
2024,12,8,64,C
2024,12,9,71,C
2024,12,10,70,C
2024,12,11,74,C
2024,12,12,65,C
2024,12,13,58,C
2024,12,14,47,C
2024,12,15,39,C
2024,12,16,45,C
2024,12,17,65,C
2024,12,18,45,C
2024,12,19,40,C
2024,12,20,53,C
2024,12,21,47,C
2024,12,22,48,C
2024,12,23,57,C
2024,12,24,54,C
2024,12,25,71,C
2024,12,26,75,C
2024,12,27,75,C
2024,12,28,42,C
2024,12,29,57,C
2024,12,30,71,C
2024,12,31,55,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
