平均相對濕度(百分比) - 大帽山
Mean Relative Humidity (%) - Tai Mo Shan
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2024,7,14,97,C
2024,7,15,99,C
2024,7,16,100,C
2024,7,17,99,C
2024,7,18,100,C
2024,7,19,100,C
2024,7,20,100,C
2024,7,21,100,C
2024,7,22,98,C
2024,7,23,92,C
2024,7,24,97,C
2024,7,25,97,C
2024,7,26,100,C
2024,7,27,100,C
2024,7,28,100,C
2024,7,29,100,C
2024,7,30,100,C
2024,7,31,100,C
2024,8,1,100,C
2024,8,2,100,C
2024,8,3,88,C
2024,8,4,81,C
2024,8,5,85,C
2024,8,6,85,#
2024,8,7,***,
2024,8,8,92,#
2024,8,9,96,C
2024,8,10,99,C
2024,8,11,98,C
2024,8,12,98,C
2024,8,13,98,C
2024,8,14,99,C
2024,8,15,99,C
2024,8,16,96,C
2024,8,17,100,C
2024,8,18,100,C
2024,8,19,100,C
2024,8,20,100,C
2024,8,21,100,C
2024,8,22,99,C
2024,8,23,97,C
2024,8,24,89,C
2024,8,25,85,C
2024,8,26,93,C
2024,8,27,89,C
2024,8,28,94,#
2024,8,29,***,
2024,8,30,98,#
2024,8,31,100,C
2024,9,1,94,C
2024,9,2,92,C
2024,9,3,87,C
2024,9,4,90,#
2024,9,5,98,C
2024,9,6,100,C
2024,9,7,100,C
2024,9,8,100,C
2024,9,9,99,C
2024,9,10,93,#
2024,9,11,82,C
2024,9,12,86,C
2024,9,13,86,C
2024,9,14,92,C
2024,9,15,89,C
2024,9,16,98,#
2024,9,17,91,C
2024,9,18,93,C
2024,9,19,95,C
2024,9,20,93,C
2024,9,21,100,C
2024,9,22,100,C
2024,9,23,100,C
2024,9,24,100,C
2024,9,25,99,C
2024,9,26,94,C
2024,9,27,92,C
2024,9,28,97,C
2024,9,29,93,C
2024,9,30,86,C
2024,10,1,82,C
2024,10,2,78,C
2024,10,3,66,C
2024,10,4,66,C
2024,10,5,83,C
2024,10,6,86,C
2024,10,7,80,C
2024,10,8,80,C
2024,10,9,91,C
2024,10,10,86,C
2024,10,11,97,C
2024,10,12,88,C
2024,10,13,91,C
2024,10,14,92,C
2024,10,15,91,C
2024,10,16,96,C
2024,10,17,99,C
2024,10,18,94,C
2024,10,19,82,C
2024,10,20,100,C
2024,10,21,95,C
2024,10,22,86,C
2024,10,23,84,C
2024,10,24,51,C
2024,10,25,61,C
2024,10,26,94,C
2024,10,27,100,C
2024,10,28,95,C
2024,10,29,98,C
2024,10,30,87,C
2024,10,31,70,C
2024,11,1,82,C
2024,11,2,91,C
2024,11,3,94,C
2024,11,4,91,C
2024,11,5,89,C
2024,11,6,84,C
2024,11,7,68,C
2024,11,8,55,C
2024,11,9,82,C
2024,11,10,100,C
2024,11,11,91,C
2024,11,12,85,C
2024,11,13,97,C
2024,11,14,100,C
2024,11,15,100,C
2024,11,16,99,C
2024,11,17,100,C
2024,11,18,99,C
2024,11,19,100,C
2024,11,20,100,C
2024,11,21,100,C
2024,11,22,98,C
2024,11,23,93,C
2024,11,24,95,C
2024,11,25,100,C
2024,11,26,74,C
2024,11,27,43,C
2024,11,28,31,C
2024,11,29,26,C
2024,11,30,51,C
2024,12,1,49,C
2024,12,2,62,C
2024,12,3,79,C
2024,12,4,89,C
2024,12,5,96,C
2024,12,6,91,C
2024,12,7,92,C
2024,12,8,92,C
2024,12,9,87,C
2024,12,10,88,C
2024,12,11,88,C
2024,12,12,85,C
2024,12,13,83,C
2024,12,14,63,C
2024,12,15,39,C
2024,12,16,31,C
2024,12,17,50,C
2024,12,18,39,C
2024,12,19,39,C
2024,12,20,35,#
2024,12,21,37,C
2024,12,22,49,C
2024,12,23,65,C
2024,12,24,72,C
2024,12,25,97,C
2024,12,26,88,C
2024,12,27,82,C
2024,12,28,47,C
2024,12,29,60,C
2024,12,30,50,C
2024,12,31,51,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
